1,12160001,2
2,3380002,2
3,5117000,2
4,14012000,2
5,14011000,2
6,19831002,2
7,19831001,2
8,19832002,2
9,19832001,2
10,13018002,2
11,13018001,2
12,14009000,2
13,20002000,2
14,20005002,2
15,20005001,2
16,20003000,2
17,9549203,1
18,9549202,1
19,7931103,-1
20,7931102,-1
21,7071000,2
22,7071001,2
23,9582003,2
24,9582002,2
25,9582001,2
26,14006000,2
27,14001000,2
28,14005000,2
29,14008000,2
30,14010000,2
31,14004000,2
32,14002000,2
33,12553201,1
34,12552201,1
35,7834201,1
36,7834101,-1
37,19288000,1
38,19330000,1
39,270002,2
40,7946002,-1
41,12550102,-1
42,12551102,-1
43,12551202,1
44,12550202,1
45,12552101,-1
46,12553101,-1
47,19802000,2
48,19326000,1
49,19302000,1
50,19335000,1
51,19337000,1
52,19324000,1
53,19342000,1
54,19303000,1
55,19374000,1
56,19375000,1
57,19361000,2
58,19364000,1
59,19382000,1
60,19383000,1
61,19365000,1
62,19301000,1
63,19339000,1
64,19366000,1
65,19384000,1
66,19359000,1
67,19360000,1
68,19296000,1
69,19297000,1
70,19320000,1
71,19325000,2
72,19287000,1
73,19334000,1
74,19340000,1
75,19341000,1
76,19336000,1
77,19321000,1
78,19327000,1
79,19127000,2
80,19115000,2
81,19107000,2
82,19112000,2
83,19105000,2
84,19110000,2
85,19128000,2
86,19111000,2
87,19493000,2
88,19494000,2
89,19114000,2
90,19113000,2
91,19106000,2
92,19109000,2
93,19531000,2
94,19108000,2
95,19636000,2
96,19206000,1
97,19269000,1
98,19258000,1
99,19226000,1
100,19246000,1
101,19250000,1
102,19208000,1
103,19213000,1
104,19212000,1
105,19276000,1
106,19188000,1
107,19219000,-1
108,19266000,1
109,19215000,1
110,19229000,1
111,19265000,1
112,19218000,1
113,19232000,1
114,19237000,1
115,19236000,1
116,19245000,1
117,19228000,1
118,19185000,1
119,19216000,-1
120,19187000,1
121,19263000,1
122,19262000,1
123,19191000,1
124,19233000,1
125,19238000,1
126,19378000,1
127,19357000,2
128,19358000,2
129,19379000,1
130,19281000,1
131,19227000,1
132,19241000,1
133,19205000,1
134,19210000,1
135,19380000,1
136,19209000,1
137,19259000,1
138,19260000,1
139,19256000,1
140,19184000,1
141,19196000,1
142,19195000,1
143,19197000,1
144,19204000,1
145,19373000,1
146,19372000,1
147,19371000,1
148,19386000,1
149,19368000,1
150,19377000,1
151,19356000,2
152,19369000,1
153,19217000,1
154,19198000,1
155,19202000,1
156,19186000,1
157,19199000,1
158,19244000,1
159,19189000,1
160,19207000,1
161,19203000,1
162,19267000,1
163,19261000,1
164,19211000,1
165,19277000,1
166,19214000,1
167,19190000,1
168,19243000,1
169,19300000,1
170,19355000,1
171,19362000,1
172,19376000,1
173,19367000,1
174,19385000,1
175,19338000,1
176,19715000,2
177,19152000,2
178,19506000,2
179,19564000,2
180,19565000,2
181,19719000,2
182,19835000,2
183,19400000,2
184,19401000,2
185,19066000,2
186,19183000,2
187,19500000,2
188,19498000,2
189,19499000,2
190,19836000,2
191,19402000,2
192,19403000,2
193,19153000,2
194,19154000,2
195,19503000,2
196,19504000,2
197,19505000,2
198,19060000,2
199,19485000,2
200,19710000,2
201,19758000,2
202,19395000,2
203,19759000,2
204,19666000,2
205,19716000,2
206,19709000,2
207,19000000,2
208,19001000,2
209,19399000,2
210,19667000,2
211,19668000,2
212,19083000,2
213,19398000,2
214,19131000,2
215,19168000,2
216,19483000,2
217,19484000,2
218,19847000,2
219,19717000,2
220,19718000,2
221,19132000,2
222,19133000,2
223,19850000,2
224,19822000,2
225,19821000,2
226,19827000,2
227,19823000,2
228,19824000,2
229,19825000,2
230,19084000,2
231,19713000,2
232,19712000,2
233,19711000,2
234,19818000,2
235,19819000,2
236,19816000,2
237,19817000,2
238,19480000,2
239,19481000,2
240,19820000,2
241,19482000,2
242,19826000,2
243,19098000,2
244,19099000,2
245,19895000,2
246,19896000,2
247,19527000,2
248,19528000,2
249,19067000,2
250,19068000,2
251,19708000,2
252,19478000,2
253,19669000,2
254,19169000,2
255,19170000,2
256,19171000,2
257,19576000,2
258,19577000,2
259,19575000,2
260,19177000,2
261,19178000,2
262,19179000,2
263,19479000,2
264,19093000,2
265,19282000,2
266,19283000,2
267,19182000,2
268,19502000,2
269,19501000,2
270,19005000,2
271,19714000,2
272,19043000,2
273,19566000,2
274,19305000,1
275,19314000,1
276,19319000,1
277,19322000,1
278,19333000,1
279,19286000,1
280,19221000,-1
281,19311000,1
282,19252000,1
283,19278000,1
284,19247000,1
285,19270000,1
286,19271000,1
287,19223000,1
288,19274000,1
289,19231000,1
290,19192000,1
291,19293000,1
292,19317000,1
293,19193000,1
294,19350000,1
295,19351000,1
296,19323000,1
297,19349000,1
298,19272000,1
299,19273000,1
300,19312000,1
301,19235000,1
302,19280000,1
303,19347000,1
304,19348000,1
305,19309000,1
306,19284000,1
307,19307000,1
308,19308000,1
309,19346000,1
310,19344000,1
311,19345000,1
312,19295000,1
313,19353000,1
314,19315000,1
315,19331000,1
316,19310000,1
317,19285000,1
318,19329000,1
319,19328000,1
320,19332000,1
321,19292000,1
322,19306000,1
323,19354000,1
324,19279000,1
325,19253000,1
326,19230000,1
327,19200000,1
328,19251000,1
329,19222000,1
330,19234000,1
331,19294000,1
332,19299000,1
333,19318000,1
334,19225000,1
335,19268000,1
336,19220000,1
337,19343000,1
338,19304000,1
339,19298000,1
340,4345000,2
341,9208000,2
342,12539000,2
343,12482000,2
344,9053000,2
345,4344000,2
346,9207000,2
347,9200000,2
348,10329000,2
349,10331000,2
350,7165000,2
351,7166000,2
352,10332000,2
353,697000,2
354,385000,2
355,699000,2
356,698000,2
357,9199000,2
358,187201,1
359,186201,1
360,10332001,2
361,12483000,2
362,12484000,2
363,9054000,2
364,9055000,2
365,7193000,2
366,7194000,2
367,10333000,2
368,10334000,2
369,12540000,2
370,12541000,2
371,12542000,2
372,2438000,2
373,2439000,2
374,4348000,2
375,4346000,2
376,4347000,2
377,7167000,2
